,Operación,Precio,Cantidad,Budget,Crypto,Ganancia/Pérdida Acumulada,Rendimiento
298,Compra,228.8699951171875,4.66879757171677,0.0,4.66879757171677,68.54767744195385,0.06854767744195385
299,Venta,229.46719360351562,4.66879757171677,1071.3358762847556,0.0,71.3358762847555,0.0713358762847555
300,Compra,228.82000732421875,4.682002630857198,0.0,4.682002630857198,71.3358762847555,0.0713358762847555
301,Venta,230.0345001220703,4.682002630857198,1077.0221347594536,0.0,77.02213475945348,0.07702213475945348
302,Compra,229.77000427246094,4.6873922389030485,0.0,4.6873922389030485,77.02213475945348,0.07702213475945348
303,Venta,231.72999572753906,4.6873922389030485,1086.2093834943032,0.0,86.2093834943031,0.0862093834943031
304,Compra,230.75,4.707299603442268,0.0,4.707299603442268,86.2093834943031,0.0862093834943031
305,Venta,229.77720642089844,4.707299603442268,1081.6301526651673,0.0,81.6301526651672,0.0816301526651672
306,Compra,231.97500610351562,4.662701257490236,0.0,4.662701257490236,81.6301526651672,0.0816301526651672
307,Venta,228.52999877929688,4.662701257490236,1065.5671126824695,0.0,65.56711268246943,0.06556711268246943
308,Compra,228.00999450683594,4.673335109661269,0.0,4.673335109661269,65.56711268246943,0.06556711268246943
309,Venta,228.6533966064453,4.673335109661269,1068.5739463042037,0.0,68.57394630420356,0.06857394630420356
310,Compra,226.94000244140625,4.708618730979786,0.0,4.708618730979786,68.57394630420356,0.06857394630420356
311,Venta,226.74000549316406,4.708618730979786,1067.6322369275717,0.0,67.63223692757163,0.06763223692757163
312,Compra,227.30999755859375,4.696811615830351,0.0,4.696811615830351,67.63223692757163,0.06763223692757163
313,Venta,227.15499877929688,4.696811615830351,1066.9042368605308,0.0,66.90423686053066,0.06690423686053065
314,Compra,227.7050018310547,4.685466846495179,0.0,4.685466846495179,66.90423686053066,0.06690423686053065
315,Venta,227.5749969482422,4.685466846495179,1066.2951032922304,0.0,66.29510329223024,0.06629510329223023
316,Compra,227.6199951171875,4.684540577128388,0.0,4.684540577128388,66.29510329223024,0.06629510329223023
317,Venta,228.95089721679688,4.684540577128388,1072.529768182036,0.0,72.52976818203581,0.07252976818203581
318,Compra,228.1300048828125,4.7013972087230735,0.0,4.7013972087230735,72.52976818203581,0.07252976818203581
319,Venta,228.14999389648438,4.7013972087230735,1072.623744475118,0.0,72.62374447511786,0.07262374447511787
320,Compra,227.9949951171875,4.7045933790072825,0.0,4.7045933790072825,72.62374447511786,0.07262374447511787
321,Venta,227.89500427246094,4.7045933790072825,1072.153328209056,0.0,72.15332820905599,0.07215332820905598
322,Compra,227.80999755859375,4.706348885910038,0.0,4.706348885910038,72.15332820905599,0.07215332820905598
323,Venta,227.82000732421875,4.706348885910038,1072.2004376583536,0.0,72.20043765835351,0.0722004376583535
324,Compra,230.97999572753906,4.641962323538645,0.0,4.641962323538645,72.20043765835351,0.0722004376583535
325,Venta,231.89999389648438,4.641962323538645,1076.4710344963223,0.0,76.4710344963222,0.0764710344963222
326,Compra,232.1199951171875,4.637562713857796,0.0,4.637562713857796,76.4710344963222,0.0764710344963222
327,Venta,231.64500427246094,4.637562713857796,1074.2682346653946,0.0,74.26823466539452,0.07426823466539452
328,Compra,231.00999450683594,4.650310636813618,0.0,4.650310636813618,74.26823466539452,0.07426823466539452
329,Venta,231.22000122070312,4.650310636813618,1075.2448311206936,0.0,75.24483112069345,0.07524483112069345
330,Compra,233.0,4.614784682921432,0.0,4.614784682921432,75.24483112069345,0.07524483112069345
331,Venta,224.9600067138672,4.614784682921432,1038.1419932530566,0.0,38.14199325305651,0.03814199325305651
332,Compra,226.09010314941406,4.59171798673111,0.0,4.59171798673111,38.14199325305651,0.03814199325305651
333,Venta,226.77999877929688,4.59171798673111,1041.3097994257566,0.0,41.30979942575652,0.04130979942575652
334,Compra,225.32000732421875,4.621470644315172,0.0,4.621470644315172,41.30979942575652,0.04130979942575652
335,Venta,225.0601043701172,4.621470644315172,1040.1086655530055,0.0,40.10866555300538,0.04010866555300538
336,Compra,224.82000732421875,4.626406154560069,0.0,4.626406154560069,40.10866555300538,0.04010866555300538
337,Venta,224.74000549316406,4.626406154560069,1039.7385445894379,0.0,39.738544589437765,0.03973854458943776
338,Compra,224.92970275878906,4.622504417322049,0.0,4.622504417322049,39.738544589437765,0.03973854458943776
339,Venta,225.27000427246094,4.622504417322049,1041.3115898396074,0.0,41.311589839607336,0.04131158983960734
340,Compra,225.77999877929688,4.6120630501796755,0.0,4.6120630501796755,41.311589839607336,0.04131158983960734
341,Venta,227.10000610351562,4.6120630501796755,1047.3995468456033,0.0,47.39954684560314,0.047399546845603144
342,Compra,228.19000244140625,4.5900325852993955,0.0,4.5900325852993955,47.39954684560314,0.047399546845603144
343,Venta,228.7100067138672,4.5900325852993955,1049.786383400694,0.0,49.78638340069381,0.04978638340069381
