Operación,Precio,Cantidad,Budget,Crypto,Ganancia/Pérdida Acumulada,Rendimiento
Compra,44855.96,0.02267347542106083,0.0,0.02267347542106083,17.040506548087592,0.017040506548087593
Venta,44980.37,0.02267347542106083,1019.861313625222,0.0,19.861313625221896,0.019861313625221897
Compra,45099.99,0.02261333791039027,0.0,0.02261333791039027,19.861313625221896,0.019861313625221897
Venta,45294.75,0.02261333791039027,1024.2654873166498,0.0,24.265487316649683,0.024265487316649684
Compra,45378.96,0.02257137420770881,0.0,0.02257137420770881,24.265487316649683,0.024265487316649684
Venta,45250.45,0.02257137420770881,1021.364840017217,0.0,21.36484001721692,0.021364840017216922
Compra,45316.71,0.0225383713870053,0.0,0.0225383713870053,21.36484001721692,0.021364840017216922
Venta,45418.03,0.0225383713870053,1023.6484278061483,0.0,23.648427806148334,0.023648427806148335
Compra,45402.38,0.02254614026414801,0.0,0.02254614026414801,23.648427806148334,0.023648427806148335
Venta,45390.0,0.02254614026414801,1023.3693065896782,0.0,23.369306589678217,0.02336930658967822
Compra,45362.27,0.022559922741734007,0.0,0.022559922741734007,23.369306589678217,0.02336930658967822
Venta,45224.91,0.022559922741734007,1020.2704756018738,0.0,20.27047560187384,0.020270475601873842
Compra,45179.8,0.022582447810788754,0.0,0.022582447810788754,20.27047560187384,0.020270475601873842
Venta,45314.0,0.022582447810788754,1023.3010400980816,0.0,23.301040098081558,0.02330104009808156
Compra,45249.21,0.022614782448093163,0.0,0.022614782448093163,23.301040098081558,0.02330104009808156
Venta,45179.48,0.022614782448093163,1021.7241113179762,0.0,21.724111317976053,0.021724111317976053
Compra,45339.3,0.02253506585496415,0.0,0.02253506585496415,21.724111317976053,0.021724111317976053
Venta,45461.1,0.02253506585496415,1024.4688823391107,0.0,24.468882339110564,0.024468882339110563
Compra,45455.53,0.02253782724212237,0.0,0.02253782724212237,24.468882339110564,0.024468882339110563
Venta,45646.38,0.02253782724212237,1028.7702266682697,0.0,28.77022666826963,0.02877022666826963
Compra,45748.52,0.022487508375533673,0.0,0.022487508375533673,28.77022666826963,0.02877022666826963
Venta,45667.67,0.022487508375533673,1026.952111616108,0.0,26.9521116161078,0.0269521116161078
Compra,45759.3,0.022442478613442684,0.0,0.022442478613442684,26.9521116161078,0.0269521116161078
Venta,45691.1,0.022442478613442684,1025.4215345746709,0.0,25.421534574670773,0.025421534574670772
Compra,45831.12,0.022373913938273184,0.0,0.022373913938273184,25.421534574670773,0.025421534574670772
Venta,45660.88,0.022373913938273184,1021.6125994658191,0.0,21.612599465819017,0.021612599465819015
Compra,45673.48,0.022367741618677165,0.0,0.022367741618677165,21.612599465819017,0.021612599465819015
Venta,45692.54,0.022367741618677165,1022.0389286210711,0.0,22.03892862107091,0.02203892862107091
Compra,45647.92,0.022389605673622612,0.0,0.022389605673622612,22.03892862107091,0.02203892862107091
Venta,45581.16,0.022389605673622612,1020.5441985463002,0.0,20.54419854629998,0.02054419854629998
Compra,45560.0,0.022400004357908256,0.0,0.022400004357908256,20.54419854629998,0.02054419854629998
Venta,45496.57,0.022400004357908256,1019.123366269878,0.0,19.123366269877806,0.019123366269877807
Compra,45768.77,0.022266785108489437,0.0,0.022266785108489437,19.123366269877806,0.019123366269877807
Venta,45638.03,0.022266785108489437,1016.2122067847941,0.0,16.21220678479392,0.01621220678479392
Compra,45524.5,0.02232231450723883,0.0,0.02232231450723883,16.21220678479392,0.01621220678479392
Venta,45258.73,0.02232231450723883,1010.2796052582054,0.0,10.279605258205152,0.010279605258205152
Compra,45100.66,0.02240055035243842,0.0,0.02240055035243842,10.279605258205152,0.010279605258205152
Venta,45004.01,0.02240055035243842,1008.1145920666422,0.0,8.114592066641876,0.008114592066641876
Compra,45069.27,0.022368114506106762,0.0,0.022368114506106762,8.114592066641876,0.008114592066641876
Venta,44966.15,0.022368114506106762,1005.8079920987726,0.0,5.807992098772274,0.005807992098772275
Compra,45077.88,0.022312672914049477,0.0,0.022312672914049477,5.807992098772274,0.005807992098772275
Venta,45154.69,0.022312672914049477,1007.5218285053008,0.0,7.521828505300505,0.007521828505300505
Compra,44954.41,0.02241207989394813,0.0,0.02241207989394813,7.521828505300505,0.007521828505300505
Venta,44831.53,0.02241207989394813,1004.7678321279324,0.0,4.767832127932138,0.0047678321279321385
Compra,45119.74,0.02226891892834339,0.0,0.02226891892834339,4.767832127932138,0.0047678321279321385
Venta,45153.59,0.02226891892834339,1005.5216350336567,0.0,5.52163503365648,0.00552163503365648
Compra,44985.22,0.022352266700788763,0.0,0.022352266700788763,5.52163503365648,0.00552163503365648
Venta,44967.48,0.022352266700788763,1005.1251058223847,0.0,5.125105822384512,0.005125105822384512
Compra,44831.76,0.022419934123094537,0.0,0.022419934123094537,5.125105822384512,0.005125105822384512
Venta,44946.91,0.022419934123094537,1007.7067612366592,0.0,7.706761236658963,0.007706761236658963
Compra,45005.98,0.02239050813328938,0.0,0.02239050813328938,7.706761236658963,0.007706761236658963
Venta,44898.01,0.02239050813328938,1005.289258073508,0.0,5.289258073507767,0.005289258073507767
Compra,45182.16,0.022249694527076792,0.0,0.022249694527076792,5.289258073507767,0.005289258073507767
Venta,45162.3,0.022249694527076792,1004.8473791402002,0.0,4.847379140200019,0.004847379140200019
Compra,45241.5,0.022210744098674896,0.0,0.022210744098674896,4.847379140200019,0.004847379140200019
Venta,45317.58,0.022210744098674896,1006.5371725512275,0.0,6.537172551227286,0.006537172551227286
Compra,45274.5,0.022231878265938386,0.0,0.022231878265938386,6.537172551227286,0.006537172551227286
Venta,45322.78,0.022231878265938386,1007.6105276339069,0.0,7.610527633906827,0.007610527633906827
Compra,45270.37,0.02225761635334341,0.0,0.02225761635334341,7.610527633906827,0.007610527633906827
Venta,45274.57,0.02225761635334341,1007.704009622591,0.0,7.704009622590775,0.0077040096225907745
Compra,45288.02,0.02225100610763268,0.0,0.02225100610763268,7.704009622590775,0.0077040096225907745
Venta,45233.3,0.02225100610763268,1006.4864345683814,0.0,6.486434568381242,0.0064864345683812415
Compra,45204.99,0.02226494098479795,0.0,0.02226494098479795,6.486434568381242,0.0064864345683812415
Venta,45262.69,0.02226494098479795,1007.7711216632043,0.0,7.771121663204212,0.007771121663204213
Compra,45220.53,0.022285699032346687,0.0,0.022285699032346687,7.771121663204212,0.007771121663204213
Venta,45206.89,0.022285699032346687,1007.4671447284031,0.0,7.467144728403014,0.0074671447284030135
Compra,45204.02,0.022287113949785952,0.0,0.022287113949785952,7.467144728403014,0.0074671447284030135
Venta,45286.33,0.022287113949785952,1009.30159707761,0.0,9.301597077609927,0.009301597077609927
Compra,45256.89,0.022301611910973337,0.0,0.022301611910973337,9.301597077609927,0.009301597077609927
Venta,45326.93,0.022301611910973337,1010.8636019758547,0.0,10.863601975854522,0.010863601975854521
Compra,45353.76,0.022288418908947234,0.0,0.022288418908947234,10.863601975854522,0.010863601975854521
Venta,45359.1,0.022288418908947234,1010.9826221328285,0.0,10.982622132828283,0.010982622132828282
Compra,45150.27,0.02239150778351555,0.0,0.02239150778351555,10.982622132828283,0.010982622132828282
Venta,45011.77,0.02239150778351555,1007.8813983048116,0.0,7.881398304811341,0.00788139830481134
Compra,45164.67,0.022315703807972286,0.0,0.022315703807972286,7.881398304811341,0.00788139830481134
Venta,45051.1,0.022315703807972286,1005.3470038233402,0.0,5.347003823339946,0.005347003823339946
Compra,45363.63,0.02216196110900605,0.0,0.02216196110900605,5.347003823339946,0.005347003823339946
Venta,45284.12,0.02216196110900605,1003.5849062955632,0.0,3.5849062955629734,0.0035849062955629735
Compra,45070.27,0.022267115468701724,0.0,0.022267115468701724,3.5849062955629734,0.0035849062955629735
Venta,45151.91,0.022267115468701724,1005.4027936024281,0.0,5.4027936024278915,0.005402793602427892
Compra,44736.81,0.02247372563225738,0.0,0.02247372563225738,5.4027936024278915,0.005402793602427892
Venta,44358.36,0.02247372563225738,996.8976121369004,0.0,-3.102387863099807,-0.0031023878630998068
Compra,42350.0,0.023539494973716657,0.0,0.023539494973716657,-3.102387863099807,-0.0031023878630998068
Venta,42179.99,0.023539494973716657,992.8956625964188,0.0,-7.1043374035814395,-0.00710433740358144
Compra,42415.91,0.023408566799496197,0.0,0.023408566799496197,-7.1043374035814395,-0.00710433740358144
Venta,42419.83,0.023408566799496197,992.9874241782728,0.0,-7.01257582172741,-0.007012575821727409
Compra,43434.39,0.022861778976941378,0.0,0.022861778976941378,-7.01257582172741,-0.007012575821727409
Venta,42950.81,0.022861778976941378,981.9319251006034,0.0,-18.068074899396834,-0.018068074899396835
Compra,42992.67,0.022839519506478743,0.0,0.022839519506478743,-18.068074899396834,-0.018068074899396835
Venta,42917.62,0.022839519506478743,980.2178191616423,0.0,-19.78218083835793,-0.01978218083835793
Compra,42785.6,0.02290999352963713,0.0,0.02290999352963713,-19.78218083835793,-0.01978218083835793
Venta,42769.59,0.02290999352963713,979.8510301652328,0.0,-20.1489698347674,-0.0201489698347674
Compra,42906.0,0.022837156345621425,0.0,0.022837156345621425,-20.1489698347674,-0.0201489698347674
Venta,42878.0,0.022837156345621425,979.2115897875555,0.0,-20.788410212444774,-0.020788410212444774
Compra,42816.0,0.022870225845187674,0.0,0.022870225845187674,-20.788410212444774,-0.020788410212444774
Venta,42862.86,0.022870225845187674,980.2832885706609,0.0,-19.716711429339284,-0.019716711429339284
Compra,42917.62,0.02284104497338531,0.0,0.02284104497338531,-19.716711429339284,-0.019716711429339284
Venta,42922.08,0.02284104497338531,980.3851596312422,0.0,-19.614840368757996,-0.019614840368757994
Compra,42688.81,0.022965858257263258,0.0,0.022965858257263258,-19.614840368757996,-0.019614840368757994
Venta,42653.32,0.022965858257263258,979.570101321692,0.0,-20.429898678308177,-0.02042989867830818
Compra,42749.68,0.02291409201944183,0.0,0.02291409201944183,-20.429898678308177,-0.02042989867830818
Venta,42631.96,0.02291409201944183,976.8726544091634,0.0,-23.127345590836853,-0.023127345590836852
Compra,42766.43,0.022842043500221162,0.0,0.022842043500221162,-23.127345590836853,-0.023127345590836852
Venta,42706.0,0.022842043500221162,975.492309720445,0.0,-24.507690279555277,-0.024507690279555277
Compra,42874.01,0.02275253258840134,0.0,0.02275253258840134,-24.507690279555277,-0.024507690279555277
Venta,42891.7,0.02275253258840134,975.8948020219337,0.0,-24.105197978066485,-0.024105197978066484
Compra,42712.0,0.022848258148106707,0.0,0.022848258148106707,-24.105197978066485,-0.024105197978066484
Venta,42664.01,0.022848258148106707,974.798314113406,0.0,-25.201685886594078,-0.025201685886594077
Compra,42708.01,0.022824718691257354,0.0,0.022824718691257354,-25.201685886594078,-0.025201685886594077
Venta,42894.33,0.022824718691257354,979.0510156999611,0.0,-20.948984300039,-0.020948984300039
Compra,43155.24,0.02268672392274869,0.0,0.02268672392274869,-20.948984300039,-0.020948984300039
Venta,43040.35,0.02268672392274869,976.4445379884766,0.0,-23.55546201152356,-0.02355546201152356
Compra,43028.2,0.02269313004003134,0.0,0.02269313004003134,-23.55546201152356,-0.02355546201152356
Venta,43102.8,0.02269313004003134,978.137445489463,0.0,-21.862554510537166,-0.021862554510537167
Compra,43033.1,0.022729885727253277,0.0,0.022729885727253277,-21.862554510537166,-0.021862554510537167
Venta,43128.0,0.022729885727253277,980.2945116449794,0.0,-19.705488355020748,-0.01970548835502075
Compra,43097.91,0.022745755226761095,0.0,0.022745755226761095,-19.705488355020748,-0.01970548835502075
Venta,43149.99,0.022745755226761095,981.479110577189,0.0,-18.520889422811138,-0.01852088942281114
Compra,43164.0,0.022738372499703202,0.0,0.022738372499703202,-18.520889422811138,-0.01852088942281114
Venta,43088.04,0.022738372499703202,979.7519038021115,0.0,-20.24809619788857,-0.02024809619788857
Compra,43183.74,0.022687981721872898,0.0,0.022687981721872898,-20.24809619788857,-0.02024809619788857
Venta,43111.8,0.022687981721872898,978.11973039704,0.0,-21.88026960295997,-0.02188026960295997
Compra,43131.99,0.02267736152208697,0.0,0.02267736152208697,-21.88026960295997,-0.02188026960295997
Venta,43201.53,0.02267736152208697,979.6967141172859,0.0,-20.30328588271402,-0.02030328588271402
Compra,43155.46,0.022701570418141432,0.0,0.022701570418141432,-20.30328588271402,-0.02030328588271402
Venta,43099.92,0.022701570418141432,978.4358688962623,0.0,-21.564131103737623,-0.021564131103737623
Compra,42763.08,0.022880388150158085,0.0,0.022880388150158085,-21.564131103737623,-0.021564131103737623
Venta,42859.29,0.022880388150158085,980.6371910401889,0.0,-19.36280895981099,-0.01936280895981099
Compra,42786.61,0.02291925420219524,0.0,0.02291925420219524,-19.36280895981099,-0.01936280895981099
Venta,43014.0,0.02291925420219524,985.848800253226,0.0,-14.151199746773841,-0.01415119974677384
Compra,43035.99,0.022907543204030534,0.0,0.022907543204030534,-14.151199746773841,-0.01415119974677384
Venta,43109.53,0.022907543204030534,987.5334209804504,0.0,-12.4665790195495,-0.0124665790195495
Compra,43154.0,0.022883937085332772,0.0,0.022883937085332772,-12.4665790195495,-0.0124665790195495
Venta,43176.32,0.022883937085332772,988.0441904561951,0.0,-11.95580954380489,-0.01195580954380489
Compra,43244.01,0.02284811677862888,0.0,0.02284811677862888,-11.95580954380489,-0.01195580954380489
Venta,43171.11,0.02284811677862888,986.378562743033,0.0,-13.621437256966942,-0.013621437256966943
Compra,43267.11,0.022797421938812946,0.0,0.022797421938812946,-13.621437256966942,-0.013621437256966943
Venta,43378.12,0.022797421938812946,988.9093045524606,0.0,-11.09069544753936,-0.01109069544753936
Compra,43299.33,0.022838905464644847,0.0,0.022838905464644847,-11.09069544753936,-0.01109069544753936
Venta,43238.52,0.022838905464644847,987.5204707111554,0.0,-12.479529288844446,-0.012479529288844446
Compra,43296.99,0.022808062886384376,0.0,0.022808062886384376,-12.479529288844446,-0.012479529288844446
Venta,43346.68,0.022808062886384376,988.6538033559799,0.0,-11.346196644019983,-0.011346196644019983
Compra,43303.27,0.022830927164530068,0.0,0.022830927164530068,-11.346196644019983,-0.011346196644019983
Venta,43331.5,0.022830927164530068,989.2983204298346,0.0,-10.701679570165311,-0.010701679570165311
Compra,43458.07,0.022764432944901478,0.0,0.022764432944901478,-10.701679570165311,-0.010701679570165311
Venta,43676.07,0.022764432944901478,994.2609668118231,0.0,-5.739033188176791,-0.00573903318817679
Compra,43820.8,0.022689247270972303,0.0,0.022689247270972303,-5.739033188176791,-0.00573903318817679
Venta,44154.01,0.022689247270972303,1001.8212508949838,0.0,1.8212508949837911,0.001821250894983791
Compra,44132.0,0.022700563103756545,0.0,0.022700563103756545,1.8212508949837911,0.001821250894983791
Venta,44051.1,0.022700563103756545,999.9847753398899,0.0,-0.015224660110106925,-1.5224660110106925e-05
Compra,43928.01,0.02276417200187056,0.0,0.02276417200187056,-0.015224660110106925,-1.5224660110106925e-05
Venta,43875.99,0.02276417200187056,998.8005831123526,0.0,-1.1994168876475442,-0.0011994168876475443
Compra,43938.57,0.02273174987516327,0.0,0.02273174987516327,-1.1994168876475442,-0.0011994168876475443
Venta,43915.71,0.02273174987516327,998.2809353102064,0.0,-1.719064689793754,-0.001719064689793754
Compra,44155.0,0.022608559286835157,0.0,0.022608559286835157,-1.719064689793754,-0.001719064689793754
Venta,44085.6,0.022608559286835157,996.7119012956999,0.0,-3.2880987043001824,-0.0032880987043001826
Compra,43830.29,0.022740253402286408,0.0,0.022740253402286408,-3.2880987043001824,-0.0032880987043001826
Venta,43990.01,0.022740253402286408,1000.3439745691131,0.0,0.3439745691130156,0.0003439745691130156
Compra,44080.78,0.022693427261702565,0.0,0.022693427261702565,0.3439745691130156,0.0003439745691130156
Venta,44048.96,0.022693427261702565,999.6218697136458,0.0,-0.37813028635434875,-0.0003781302863543488
Compra,44213.52,0.022608963722265178,0.0,0.022608963722265178,-0.37813028635434875,-0.0003781302863543488
Venta,44384.21,0.022608963722265178,1003.4809937313993,0.0,3.480993731399167,0.003480993731399167
Compra,43984.99,0.022814168963807866,0.0,0.022814168963807866,3.480993731399167,0.003480993731399167
Venta,44071.09,0.022814168963807866,1005.4452936791831,0.0,5.44529367918301,0.00544529367918301
Compra,44328.9,0.022681485299188182,0.0,0.022681485299188182,5.44529367918301,0.00544529367918301
Venta,44113.68,0.022681485299188182,1000.5637844130918,0.0,0.5637844130917529,0.0005637844130917529
Compra,44302.0,0.022585070299604798,0.0,0.022585070299604798,0.5637844130917529,0.0005637844130917529
Venta,44411.1,0.022585070299604798,1003.0278155827787,0.0,3.0278155827786577,0.003027815582778658
Compra,44622.99,0.022477826241199407,0.0,0.022477826241199407,3.0278155827786577,0.003027815582778658
Venta,44469.33,0.022477826241199407,999.573872802556,0.0,-0.4261271974439751,-0.0004261271974439751
Compra,44384.25,0.022520913900821938,0.0,0.022520913900821938,-0.4261271974439751,-0.0004261271974439751
Venta,44318.0,0.022520913900821938,998.0818622566267,0.0,-1.9181377433734497,-0.0019181377433734497
Compra,44231.1,0.022565160311559664,0.0,0.022565160311559664,-1.9181377433734497,-0.0019181377433734497
Venta,44313.0,0.022565160311559664,999.9299488861434,0.0,-0.0700511138567208,-7.00511138567208e-05
Compra,44155.21,0.022645797605450036,0.0,0.022645797605450036,-0.0700511138567208,-7.00511138567208e-05
Venta,44151.1,0.022645797605450036,999.836874657985,0.0,-0.16312534201517792,-0.00016312534201517792
Compra,44195.98,0.02262280131944093,0.0,0.02262280131944093,-0.16312534201517792,-0.00016312534201517792
Venta,44219.02,0.02262280131944093,1000.3581040003849,0.0,0.3581040003846283,0.0003581040003846283
Compra,43383.33,0.023058582732132016,0.0,0.023058582732132016,0.3581040003846283,0.0003581040003846283
Venta,43541.12,0.023058582732132016,1003.996517769688,0.0,3.9965177696877845,0.003996517769687785
Compra,43589.88,0.02303278921092896,0.0,0.02303278921092896,3.9965177696877845,0.003996517769687785
Venta,43559.62,0.02303278921092896,1003.2995455681654,0.0,3.299545568165172,0.003299545568165172
Compra,43634.99,0.02299300505324203,0.0,0.02299300505324203,3.299545568165172,0.003299545568165172
Venta,43641.99,0.02299300505324203,1003.4604966035381,0.0,3.4604966035378766,0.0034604966035378768
Compra,43689.04,0.02296824321622856,0.0,0.02296824321622856,3.4604966035378766,0.0034604966035378768
Venta,43601.68,0.02296824321622856,1001.4539908761684,0.0,1.4539908761680636,0.0014539908761680635
Compra,43709.29,0.0229116965953043,0.0,0.0229116965953043,1.4539908761680636,0.0014539908761680635
Venta,43844.82,0.0229116965953043,1004.5592131157299,0.0,4.559213115729563,0.0045592131157295625
Compra,43847.43,0.02291033278611152,0.0,0.02291033278611152,4.559213115729563,0.0045592131157295625
Venta,43874.99,0.02291033278611152,1005.1906218873152,0.0,5.190621887314819,0.005190621887314819
Compra,43782.95,0.022958494616907157,0.0,0.022958494616907157,5.190621887314819,0.005190621887314819
Venta,43777.47,0.022958494616907157,1005.0648093368146,0.0,5.064809336814278,0.005064809336814278
Compra,43872.13,0.022908958587987742,0.0,0.022908958587987742,5.064809336814278,0.005064809336814278
Venta,43887.59,0.022908958587987742,1005.4189818365849,0.0,5.418981836584521,0.005418981836584521
Compra,43833.84,0.02293705004710025,0.0,0.02293705004710025,5.418981836584521,0.005418981836584521
Venta,43911.44,0.02293705004710025,1007.1988969202399,0.0,7.19889692023969,0.00719889692023969
Compra,44049.71,0.022865051709085937,0.0,0.022865051709085937,7.19889692023969,0.00719889692023969
Venta,43975.46,0.022865051709085937,1005.5011668308402,0.0,5.501166830840134,0.005501166830840134
Compra,44066.88,0.022817616469122396,0.0,0.022817616469122396,5.501166830840134,0.005501166830840134
Venta,44147.21,0.022817616469122396,1007.3341059618049,0.0,7.334105961804767,0.0073341059618047665
Compra,44007.84,0.022889878393527265,0.0,0.022889878393527265,7.334105961804767,0.0073341059618047665
Venta,43949.07,0.022889878393527265,1005.9888678086173,0.0,5.988867808617215,0.005988867808617215
Compra,43931.66,0.022898949591447653,0.0,0.022898949591447653,5.988867808617215,0.005988867808617215
Venta,43628.18,0.022898949591447653,999.0394945866046,0.0,-0.9605054133954809,-0.0009605054133954809
Compra,43722.0,0.022849812327583475,0.0,0.022849812327583475,-0.9605054133954809,-0.0009605054133954809
Venta,43858.4,0.022849812327583475,1002.1562089880871,0.0,2.1562089880869735,0.0021562089880869735
Compra,43919.04,0.022818263081071148,0.0,0.022818263081071148,2.1562089880869735,0.0021562089880869735
Venta,43888.5,0.022818263081071148,1001.4593392335911,0.0,1.4593392335910949,0.0014593392335910949
Compra,43986.01,0.02276767861494123,0.0,0.02276767861494123,1.4593392335910949,0.0014593392335910949
Venta,43823.12,0.02276767861494123,997.7507120640033,0.0,-2.2492879359966764,-0.0022492879359966764
Compra,43724.0,0.022819291740554463,0.0,0.022819291740554463,-2.2492879359966764,-0.0022492879359966764
Venta,43617.83,0.022819291740554463,995.3279878599087,0.0,-4.672012140091283,-0.004672012140091283
Compra,43610.07,0.02282335221796041,0.0,0.02282335221796041,-4.672012140091283,-0.004672012140091283
Venta,43599.98,0.02282335221796041,995.0977002360295,0.0,-4.9022997639704045,-0.004902299763970405
Compra,43571.1,0.022838480098873553,0.0,0.022838480098873553,-4.9022997639704045,-0.004902299763970405
Venta,43668.28,0.022838480098873553,997.317143732038,0.0,-2.682856267961938,-0.002682856267961938
Compra,43600.0,0.02287424641587243,0.0,0.02287424641587243,-2.682856267961938,-0.002682856267961938
