corto,mediano,largo,rendimiento
1,11,75,0.3066424905058851
1,12,75,0.2647926278685669
1,13,75,0.3271560378591596
1,14,75,0.49203128881251107
1,15,75,0.4263507685514871
1,16,75,0.5029557935892919
1,17,75,0.3264295613422123
1,18,75,0.25740436583076337
1,19,75,0.5668865432367869
1,20,75,0.45922605317234966
1,21,75,0.5711099991589047
1,22,75,0.6978413032235646
1,23,75,0.46416374801187227
1,24,75,0.6022642723632942
1,25,75,0.6386704807266744
2,11,75,0.32962990835916184
2,12,75,0.3344863094032769
2,13,75,0.33368617665848593
2,14,75,0.40693710779581327
2,15,75,0.3626885459175286
2,16,75,0.41359854324708795
2,17,75,0.2648630487357527
2,18,75,0.2569054093812864
2,19,75,0.4866009971323756
2,20,75,0.5699275449079496
2,21,75,0.6218832254443568
2,22,75,0.6852760918465545
2,23,75,0.5426228872007882
2,24,75,0.6577555522555717
2,25,75,0.6962471162440407
3,11,75,0.20821308847637102
3,12,75,0.18769787369104904
3,13,75,0.22588242140018178
3,14,75,0.330433966320958
3,15,75,0.32790767905824864
3,16,75,0.48314797206206733
3,17,75,0.5261989828432264
3,18,75,0.3299053590924725
3,19,75,0.3478982789666593
3,20,75,0.5016580565180765
3,21,75,0.5879544202254847
3,22,75,0.6641470189940164
3,23,75,0.7033944211880004
3,24,75,0.6930721137949656
3,25,75,0.6374779745365526
4,11,75,0.29560179076891757
4,12,75,0.24239591051629952
4,13,75,0.3032042310491514
4,14,75,0.38390699369648135
4,15,75,0.34852510424435673
4,16,75,0.48770597190319825
4,17,75,0.5005502904309667
4,18,75,0.45320686812373673
4,19,75,0.38057550009532654
4,20,75,0.5213724595730617
4,21,75,0.6594492028365218
4,22,75,0.6663277746928927
4,23,75,0.7161480006813565
4,24,75,0.6789461434990024
4,25,75,0.6551149359001516
5,11,75,0.28812619875134066
5,12,75,0.3502978646970762
5,13,75,0.26364867997278063
5,14,75,0.3942164384189623
5,15,75,0.3672199678813621
5,16,75,0.41780801002062967
5,17,75,0.42504342771944786
5,18,75,0.3957236961902861
5,19,75,0.49124592729600886
5,20,75,0.6377119884835613
5,21,75,0.7066562126251394
5,22,75,0.6711537983012507
5,23,75,0.8279658837905983
5,24,75,0.6853385724342006
5,25,75,0.7211206651188773
6,11,75,0.33327712834185286
6,12,75,0.36113483656600065
6,13,75,0.3612531484503991
6,14,75,0.49548900379745114
6,15,75,0.42822976274257396
6,16,75,0.520558360598879
6,17,75,0.5257200759346854
6,18,75,0.5311346320239978
6,19,75,0.5291843703120961
6,20,75,0.5902001406082819
6,21,75,0.7131071995936413
6,22,75,0.7029439566663475
6,23,75,0.8087771892390585
6,24,75,0.6973626410049428
6,25,75,0.671560351678182
7,11,75,0.2598990746258073
7,12,75,0.3446215544016231
7,13,75,0.47800918820017146
7,14,75,0.5623978163206105
7,15,75,0.455938484069111
7,16,75,0.5581045699770668
7,17,75,0.5674099269314231
7,18,75,0.6285160988149453
7,19,75,0.49720463905936524
7,20,75,0.6654595809461716
7,21,75,0.7486694089607847
7,22,75,0.7359793425303504
7,23,75,0.6895991901264809
7,24,75,0.6669410363281024
7,25,75,0.6886978324127514
8,11,75,0.44271840572451426
8,12,75,0.47636845042015
8,13,75,0.5606834675139617
8,14,75,0.780052494330949
8,15,75,0.5518403535364091
8,16,75,0.7274511904035306
8,17,75,0.7444729753089698
8,18,75,0.6833104862913769
8,19,75,0.7355962732353691
8,20,75,0.8259197597876436
8,21,75,0.8467860356988224
8,22,75,0.7993788124828297
8,23,75,0.7725203821626837
8,24,75,0.7644555329411588
8,25,75,0.7752752111100962
9,11,75,0.5620693445990723
9,12,75,0.5102963808250754
9,13,75,0.570260370889422
9,14,75,0.7347117185538384
9,15,75,0.7714088374001431
9,16,75,0.8469503740970411
9,17,75,0.7568146160559
9,18,75,0.8444481653654934
9,19,75,0.8647591005837424
9,20,75,1.0882073385800783
9,21,75,1.0983253611190051
9,22,75,1.009803764060151
9,23,75,0.9955891752319512
9,24,75,0.815651828914961
9,25,75,0.7176034983624263
10,11,75,0.3368030533336666
10,12,75,0.5522817893727201
10,13,75,0.7267127404490636
10,14,75,0.6569771745920171
10,15,75,0.7892535682066398
10,16,75,0.9291248075873025
10,17,75,0.7026711699627037
10,18,75,0.8188686651634908
10,19,75,0.8689852409408189
10,20,75,1.0986611514498308
10,21,75,1.0053664924512478
10,22,75,0.9501331408838366
10,23,75,0.8103276207537229
10,24,75,0.6911583211548946
10,25,75,0.6621629281706036
